timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
170,40.58,5315.59,0.32,1.84,0.1,2.37,HBEFA3/PC_G_EU4,0,2.28,veh4,723232741#0-AddedOffRampEdge_1,71.8,6.88,!veh4!var#1,25.34,veh_passenger,0,27167.61,26164.07
171,144.52,9373.94,0.9,3.66,0.22,0.42,HBEFA3/PC_G_EU4,0,4.03,veh0,-142149454#2_0,74.45,899.8,!veh0!var#1,29.3,veh_passenger,0,17844.71,27281.79
171,57.21,2669.61,0.32,1.02,0.03,88.64,HBEFA3/PC_G_EU4,0,1.15,veh1,5337359#0_0,61.01,1.66,!veh1!var#1,7.45,veh_passenger,0,27678.03,23985.05
171,8.65,2920.72,0.11,0.99,0.03,270.02,HBEFA3/PC_G_EU4,0,1.26,veh2,734643299#27_0,64.7,9.38,!veh2!var#1,13.46,veh_passenger,0,21935.23,25548.83
171,52.18,5842.01,0.38,2.08,0.11,2.37,HBEFA3/PC_G_EU4,0,2.51,veh4,723232741#0-AddedOffRampEdge_1,72.03,32.44,!veh4!var#1,25.56,veh_passenger,0,27168.67,26189.6
172,0,0,0,0,0,0.42,HBEFA3/PC_G_EU4,0,0,veh0,-142149454#2_0,73.05,928.83,!veh0!var#1,29.04,veh_passenger,0,17844.93,27310.82
172,134.28,7520.76,0.79,3.26,0.15,82.78,HBEFA3/PC_G_EU4,0,3.23,veh1,5337359#0_0,69.6,11.27,!veh1!var#1,9.61,veh_passenger,0,27687.57,23986.26
172,0,0,0,0,0,270.02,HBEFA3/PC_G_EU4,0,0,veh2,734643299#27_0,63.72,22.66,!veh2!var#1,13.28,veh_passenger,0,21921.95,25548.84
172,0,0,0,0,0,2.37,HBEFA3/PC_G_EU4,0,0,veh4,723232741#0-AddedOffRampEdge_1,70.28,57.2,!veh4!var#1,24.76,veh_passenger,0,27169.69,26214.34
173,100.06,7228.62,0.64,2.65,0.16,0.42,HBEFA3/PC_G_EU4,0,3.11,veh0,-142149454#2_0,73.9,958.09,!veh0!var#1,29.26,veh_passenger,0,17845.14,27340.08
173,35.7,2868.19,0.23,1.05,0.03,80.39,HBEFA3/PC_G_EU4,0,1.23,veh1,5337359#0_0,62.62,21.17,!veh1!var#1,9.91,veh_passenger,0,27697.35,23987.77
173,0,0,0,0,0,270.02,HBEFA3/PC_G_EU4,0,0,veh2,734643299#27_0,63.65,35.78,!veh2!var#1,13.12,veh_passenger,0,21908.83,25548.84
173,0,0,0,0,0,2.77,HBEFA3/PC_G_EU4,0,0,veh4,723232741#0-AddedOffRampEdge_1,66.91,78,!veh4!var#1,20.8,veh_passenger,0,27170.63,26235.12
174,0,0,0,0,0,0.41,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,73.15,1.53,!veh0!var#1,29.06,veh_passenger,0,17845.35,27369.14
174,0,0,0,0,0,80.39,HBEFA3/PC_G_EU4,0,0,veh1,5337359#0_0,49.48,26.58,!veh1!var#1,5.41,veh_passenger,0,27702.68,23988.67
174,18.33,3380.71,0.16,1.21,0.04,270.02,HBEFA3/PC_G_EU4,0,1.45,veh2,734643299#27_0,65.03,49.21,!veh2!var#1,13.43,veh_passenger,0,21895.4,25548.85
174,0,0,0,0,0,10.25,HBEFA3/PC_G_EU4,0,0,veh4,:6783599589_1_0,63.69,2.9,!veh4!var#1,16.47,veh_passenger,0,27172.43,26251.46
175,0,0,0,0,0,0.42,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,72.92,30.31,!veh0!var#1,28.78,veh_passenger,0,17845.57,27397.92
175,0,0,0,0,0,54.6,HBEFA3/PC_G_EU4,0,0,veh1,:38070926_11_0,47.83,0.14,!veh1!var#1,2.99,veh_passenger,0,27704.19,23990.81
175,0.46,2533.22,0.06,0.81,0.02,270.02,HBEFA3/PC_G_EU4,0,1.09,veh2,734643299#27_0,64.45,62.7,!veh2!var#1,13.49,veh_passenger,0,21881.91,25548.85
175,0,0,0,0,0,10.21,HBEFA3/PC_G_EU4,0,0,veh4,723232751#0_0,59.4,6.47,!veh4!var#1,11.97,veh_passenger,0,27174.56,26263.25
176,73.84,6078.4,0.49,2.12,0.13,0.42,HBEFA3/PC_G_EU4,0,2.61,veh0,-5337276#11_0,73.48,59.18,!veh0!var#1,28.87,veh_passenger,0,17845.78,27426.79
176,0,0,0,0,0,324.29,HBEFA3/PC_G_EU4,0,0,veh1,-5337359#1_0,57.09,0.92,!veh1!var#1,2.97,veh_passenger,0,27701.61,23991.73
176,0,0,0,0,0,270.02,HBEFA3/PC_G_EU4,0,0,veh2,734643299#27_0,64.08,76.13,!veh2!var#1,13.43,veh_passenger,0,21868.48,25548.86
176,0,0,0,0,0,10.27,HBEFA3/PC_G_EU4,0,0,veh4,723232751#0_0,53.36,13.95,!veh4!var#1,7.47,veh_passenger,0,27175.89,26270.6
177,144.55,9353.73,0.9,3.65,0.22,0.42,HBEFA3/PC_G_EU4,0,4.02,veh0,-5337276#11_0,74.47,88.55,!veh0!var#1,29.36,veh_passenger,0,17845.99,27456.15
177,128.89,4571.65,0.69,1.99,0.09,260.39,HBEFA3/PC_G_EU4,0,1.97,veh1,-5337359#1_0,66.22,5.77,!veh1!var#1,4.85,veh_passenger,0,27696.83,23990.92
177,0,0,0,0,0,270.6,HBEFA3/PC_G_EU4,0,0,veh2,:37976861_5_0,62.83,7.9,!veh2!var#1,12.94,veh_passenger,0,21855.54,25548.94
177,0,0,0,0,0,10.27,HBEFA3/PC_G_EU4,0,0,veh4,723232751#0_0,45.91,17.6,!veh4!var#1,3.65,veh_passenger,0,27176.53,26274.2
178,0,0,0,0,0,0.42,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,73.54,117.89,!veh0!var#1,29.34,veh_passenger,0,17846.2,27485.5
178,117.78,5128.57,0.66,2.21,0.1,260.53,HBEFA3/PC_G_EU4,0,2.2,veh1,-5337359#1_0,66.43,12.38,!veh1!var#1,6.61,veh_passenger,0,27690.31,23989.82
178,34.81,4195.92,0.26,1.59,0.06,271.23,HBEFA3/PC_G_EU4,0,1.8,veh2,256998523#0_0,65.71,6.94,!veh2!var#1,13.48,veh_passenger,0,21842.07,25549.16
178,113.79,3939.35,0.61,1.69,0.08,10.43,HBEFA3/PC_G_EU4,0,1.69,veh4,:6783569079_0_0,63.98,4.13,!veh4!var#1,5.01,veh_passenger,0,27177.43,26279.07
179,0,0,0,0,0,0.42,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,73.55,147.23,!veh0!var#1,29.33,veh_passenger,0,17846.42,27514.83
179,96.16,4824.03,0.55,2.03,0.09,262.78,HBEFA3/PC_G_EU4,0,2.07,veh1,-5337359#1_0,65.29,20.31,!veh1!var#1,7.93,veh_passenger,0,27682.44,23988.83
179,0,0,0,0,0,271.23,HBEFA3/PC_G_EU4,0,0,veh2,256998523#0_0,63.77,20.25,!veh2!var#1,13.31,veh_passenger,0,21828.77,25549.45
179,131.8,6134.71,0.75,2.67,0.13,14.44,HBEFA3/PC_G_EU4,0,2.64,veh4,:6783569079_0_0,68.43,11.3,!veh4!var#1,7.17,veh_passenger,0,27179.11,26285.96
180,0,0,0,0,0,0.42,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,72.38,175.86,!veh0!var#1,28.64,veh_passenger,0,17846.63,27543.47
180,32.36,4181.54,0.24,1.58,0.06,269.83,HBEFA3/PC_G_EU4,0,1.8,veh2,256998523#0_0,65.86,34.07,!veh2!var#1,13.82,veh_passenger,0,21814.95,25549.5
180,0,0,0,0,0,16.32,HBEFA3/PC_G_EU4,0,0,veh4,723232742_0,50.03,1.15,!veh4!var#1,4.66,veh_passenger,0,27180.4,26290.39
181,152.15,9779.16,0.94,3.86,0.23,359.95,HBEFA3/PC_G_EU4,0,4.2,veh0,-5337276#11_0,74.53,205.06,!veh0!var#1,29.19,veh_passenger,0,17846.8,27572.66
181,0,0,0,0,0,269.83,HBEFA3/PC_G_EU4,0,0,veh2,256998523#1_0,63.31,0.12,!veh2!var#1,13.39,veh_passenger,0,21801.65,25549.46
181,106.65,4218.62,0.58,1.79,0.08,18.31,HBEFA3/PC_G_EU4,0,1.81,veh4,:6783569080_2_0,64.38,5.65,!veh4!var#1,5.99,veh_passenger,0,27182.26,26296.05
182,0,0,0,0,0,359.58,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,73.29,234.14,!veh0!var#1,29.09,veh_passenger,0,17846.58,27601.75
182,0,0,0,0,0,269.84,HBEFA3/PC_G_EU4,0,0,veh2,256998523#1_0,63.23,13.18,!veh2!var#1,13.06,veh_passenger,0,21788.59,25549.42
182,109.96,5327.43,0.63,2.27,0.1,18.31,HBEFA3/PC_G_EU4,0,2.29,veh4,:6783569080_2_0,66.4,13.27,!veh4!var#1,7.62,veh_passenger,0,27184.64,26303.24
183,0,0,0,0,0,359.58,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,70.1,260.16,!veh0!var#1,26.01,veh_passenger,0,17846.39,27627.76
183,0,0,0,0,0,269.84,HBEFA3/PC_G_EU4,0,0,veh2,256998523#1_0,63.55,26.09,!veh2!var#1,12.92,veh_passenger,0,21775.68,25549.39
183,149.74,8472.94,0.89,3.7,0.18,20.18,HBEFA3/PC_G_EU4,0,3.64,veh4,723232748#0_0,70.92,6.92,!veh4!var#1,10.05,veh_passenger,0,27188,26312.68
184,0,0,0,0,0,359.58,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,67.36,281.67,!veh0!var#1,21.51,veh_passenger,0,17846.23,27649.27
184,73.68,6237.19,0.48,2.54,0.11,269.98,HBEFA3/PC_G_EU4,0,2.68,veh2,256998523#2_0,67.69,0.96,!veh2!var#1,13.98,veh_passenger,0,21761.69,25549.36
184,159.09,9879.72,0.96,4.3,0.21,21.26,HBEFA3/PC_G_EU4,0,4.25,veh4,:6783599594_1_0,71.8,3.17,!veh4!var#1,12.42,veh_passenger,0,27192.36,26324.25
185,0,0,0,0,0,359.58,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,64.94,299.66,!veh0!var#1,17.99,veh_passenger,0,17846.1,27667.26
185,0,0,0,0,0,270.52,HBEFA3/PC_G_EU4,0,0,veh2,256998523#2_0,62.42,14.11,!veh2!var#1,13.15,veh_passenger,0,21748.54,25549.48
185,138.71,9491.88,0.86,4.07,0.2,22.91,HBEFA3/PC_G_EU4,0,4.08,veh4,723232748#2-AddedOnRampEdge_1,70.92,13.2,!veh4!var#1,14.32,veh_passenger,0,27197.91,26337.43
186,0,0,0,0,0,359.66,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,60.98,313.14,!veh0!var#1,13.49,veh_passenger,0,17846.01,27680.74
186,0,0,0,0,0,270.47,HBEFA3/PC_G_EU4,0,0,veh2,:37976866_1_0,63.06,2.92,!veh2!var#1,12.82,veh_passenger,0,21735.72,25549.59
186,118.52,8888.87,0.75,3.75,0.18,22.91,HBEFA3/PC_G_EU4,0,3.82,veh4,723232748#2-AddedOnRampEdge_1,70.35,29.06,!veh4!var#1,15.86,veh_passenger,0,27204.08,26352.04
187,0,0,0,0,0,359.66,HBEFA3/PC_G_EU4,0,0,veh0,-5337276#11_0,56.95,322.98,!veh0!var#1,9.83,veh_passenger,0,17845.95,27690.58
187,0,2289.83,0.05,0.71,0.01,270.41,HBEFA3/PC_G_EU4,0,0.98,veh2,256998523#3_0,63.85,1.36,!veh2!var#1,12.83,veh_passenger,0,21722.88,25549.69
187,142.22,10340.84,0.9,4.39,0.22,22.91,HBEFA3/PC_G_EU4,0,4.45,veh4,723232748#2-AddedOnRampEdge_1,71.67,46.58,!veh4!var#1,17.52,veh_passenger,0,27210.9,26368.17
188,0,0,0,0,0,40.72,HBEFA3/PC_G_EU4,0,0,veh0,:38069856_8_0,52.69,6.69,!veh0!var#1,6.74,veh_passenger,0,17849.24,27695.86
188,41.56,4520.86,0.29,1.74,0.07,270.35,HBEFA3/PC_G_EU4,0,1.94,veh2,256998523#3_0,65.98,14.82,!veh2!var#1,13.47,veh_passenger,0,21709.42,25549.77
188,220.14,14351.45,1.35,6.23,0.32,22.91,HBEFA3/PC_G_EU4,0,6.17,veh4,723232748#2-AddedOnRampEdge_1,74.73,66.28,!veh4!var#1,19.7,veh_passenger,0,27218.57,26386.32
189,0,0,0,0,0,89.77,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,57.25,3.88,!veh0!var#1,6.22,veh_passenger,0,17855.44,27696.01
189,19.81,3569.43,0.17,1.29,0.04,270.35,HBEFA3/PC_G_EU4,0,1.53,veh2,256998523#3_0,65.38,28.63,!veh2!var#1,13.81,veh_passenger,0,21695.61,25549.86
189,152.03,11085.44,0.96,4.66,0.24,22.92,HBEFA3/PC_G_EU4,0,4.77,veh4,723232748#2-AddedOnRampEdge_1,72.67,87.39,!veh4!var#1,21.11,veh_passenger,0,27226.79,26405.76
190,130.04,6681.22,0.75,2.89,0.14,91.58,HBEFA3/PC_G_EU4,0,2.87,veh0,5341362_0,68.78,12.21,!veh0!var#1,8.33,veh_passenger,0,17863.76,27695.78
190,0,0,0,0,0,270.35,HBEFA3/PC_G_EU4,0,0,veh2,256998523#3_0,63.89,42.23,!veh2!var#1,13.6,veh_passenger,0,21682.01,25549.94
190,275.25,16979.86,1.67,7.39,0.4,16.77,HBEFA3/PC_G_EU4,0,7.3,veh4,:cluster_38001128_6783569083_8_0,76.41,1.01,!veh4!var#1,23.27,veh_passenger,0,27235.51,26427.84
191,154.66,9031.32,0.92,3.94,0.19,91.58,HBEFA3/PC_G_EU4,0,3.88,veh0,5341362_0,71.37,22.99,!veh0!var#1,10.78,veh_passenger,0,17874.54,27695.49
191,0,0,0,0,0,270.53,HBEFA3/PC_G_EU4,0,0,veh2,256998523#3_0,63.21,55.43,!veh2!var#1,13.2,veh_passenger,0,21668.81,25550.04
191,228.3,14512.06,1.4,6.19,0.34,27.13,HBEFA3/PC_G_EU4,0,6.24,veh4,:cluster_38001128_6783569083_8_0,75.17,25.86,!veh4!var#1,24.85,veh_passenger,0,27245,26450.1
192,133.72,8761.68,0.82,3.76,0.18,91.58,HBEFA3/PC_G_EU4,0,3.77,veh0,5341362_0,70.33,35.74,!veh0!var#1,12.74,veh_passenger,0,17887.28,27695.14
192,0,0,0,0,0,270.57,HBEFA3/PC_G_EU4,0,0,veh2,256998523#3_0,62.71,68.17,!veh2!var#1,12.73,veh_passenger,0,21656.08,25550.17
192,37.94,5243.56,0.3,1.81,0.1,22.95,HBEFA3/PC_G_EU4,0,2.25,veh4,723232745#1_0,71.62,21.9,!veh4!var#1,25,veh_passenger,0,27254.92,26472.98
193,139.44,9611.35,0.87,4.12,0.2,91.58,HBEFA3/PC_G_EU4,0,4.13,veh0,5341362_0,71.01,50.37,!veh0!var#1,14.63,veh_passenger,0,17901.91,27694.73
193,61,5516.99,0.41,2.21,0.09,271.56,HBEFA3/PC_G_EU4,0,2.37,veh2,256998523#3_0,66.93,81.8,!veh2!var#1,13.63,veh_passenger,0,21642.45,25550.54
193,0,0,0,0,0,22.99,HBEFA3/PC_G_EU4,0,0,veh4,723232745#1_0,71.15,46.79,!veh4!var#1,24.89,veh_passenger,0,27264.64,26495.89
194,206.58,13392.39,1.27,5.84,0.3,91.58,HBEFA3/PC_G_EU4,0,5.76,veh0,5341362_0,74.26,67.41,!veh0!var#1,17.04,veh_passenger,0,17918.94,27694.26
194,0,0,0,0,0,271.56,HBEFA3/PC_G_EU4,0,0,veh2,256998523#3_0,63.38,95.09,!veh2!var#1,13.29,veh_passenger,0,21629.17,25550.9
194,135.2,9850.2,0.86,3.97,0.22,22.99,HBEFA3/PC_G_EU4,0,4.23,veh4,723232745#1_0,73.36,72.48,!veh4!var#1,25.69,veh_passenger,0,27274.67,26519.54
195,256.56,16113.13,1.56,7.07,0.37,91.58,HBEFA3/PC_G_EU4,0,6.93,veh0,5341362_0,76.08,87,!veh0!var#1,19.59,veh_passenger,0,17938.53,27693.72
195,0,0,0,0,0,271.56,HBEFA3/PC_G_EU4,0,0,veh2,256998523#3_0,62.8,107.91,!veh2!var#1,12.83,veh_passenger,0,21616.35,25551.24
195,0,0,0,0,0,22.99,HBEFA3/PC_G_EU4,0,0,veh4,723232745#1_0,70.73,97.62,!veh4!var#1,25.14,veh_passenger,0,27284.5,26542.69
196,186.5,12759.32,1.16,5.44,0.28,91.66,HBEFA3/PC_G_EU4,0,5.48,veh0,5341362_0,73.7,108.28,!veh0!var#1,21.28,veh_passenger,0,17959.79,27693.13
196,12.67,2979.77,0.12,1.03,0.03,271.55,HBEFA3/PC_G_EU4,0,1.28,veh2,:37976871_1_0,64.5,8.78,!veh2!var#1,13.04,veh_passenger,0,21603.31,25551.6
196,89.4,7638.26,0.6,2.93,0.16,23.3,HBEFA3/PC_G_EU4,0,3.28,veh4,:38001134_10_0,72.58,5.87,!veh4!var#1,25.62,veh_passenger,0,27294.53,26566.26
197,198,13258.73,1.23,5.64,0.3,91.76,HBEFA3/PC_G_EU4,0,5.7,veh0,5341362_0,74.21,131.14,!veh0!var#1,22.87,veh_passenger,0,17982.65,27692.43
197,17.94,3333.13,0.16,1.19,0.04,271.5,HBEFA3/PC_G_EU4,0,1.43,veh2,256998523#4_0,64.94,7.72,!veh2!var#1,13.34,veh_passenger,0,21589.98,25551.95
197,0,0,0,0,0,23.59,HBEFA3/PC_G_EU4,0,0,veh4,723232745#5_0,71.12,10.63,!veh4!var#1,25.32,veh_passenger,0,27304.59,26589.49
198,233.71,14820.73,1.43,6.34,0.34,91.76,HBEFA3/PC_G_EU4,0,6.37,veh0,5341362_0,75.28,155.68,!veh0!var#1,24.53,veh_passenger,0,18007.17,27691.67
198,0,0,0,0,0,271.5,HBEFA3/PC_G_EU4,0,0,veh2,256998523#4_0,64.13,21.04,!veh2!var#1,13.32,veh_passenger,0,21576.66,25552.3
198,110.91,8625.33,0.72,3.39,0.19,22.63,HBEFA3/PC_G_EU4,0,3.71,veh4,723232745#5_0,73.01,36.56,!veh4!var#1,25.93,veh_passenger,0,27314.65,26613.39
199,230.83,14437.32,1.41,6.13,0.34,91.76,HBEFA3/PC_G_EU4,0,6.21,veh0,5341362_0,75.34,181.67,!veh0!var#1,25.99,veh_passenger,0,18033.15,27690.87
199,2.96,2630.9,0.07,0.85,0.02,271.5,HBEFA3/PC_G_EU4,0,1.13,veh2,256998523#4_0,64.47,34.45,!veh2!var#1,13.42,veh_passenger,0,21563.25,25552.65
199,0,0,0,0,0,23,HBEFA3/PC_G_EU4,0,0,veh4,723232745#5_0,71.72,62.41,!veh4!var#1,25.86,veh_passenger,0,27324.75,26637.19
200,382.73,21288.1,2.28,9.31,0.52,91.76,HBEFA3/PC_G_EU4,0,9.15,veh0,5341362_0,78.9,209.85,!veh0!var#1,28.18,veh_passenger,0,18061.32,27690.01
200,0,0,0,0,0,271.5,HBEFA3/PC_G_EU4,0,0,veh2,256998523#4_0,62.52,47.27,!veh2!var#1,12.81,veh_passenger,0,21550.44,25552.98
200,0,0,0,0,0,23.78,HBEFA3/PC_G_EU4,0,0,veh4,723232745#5_1,70.21,87.3,!veh4!var#1,24.89,veh_passenger,0,27331.84,26661.25
201,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,72.96,238.01,!veh0!var#1,28.16,veh_passenger,0,18089.47,27689.14
201,0.65,2329.09,0.05,0.73,0.01,271.5,HBEFA3/PC_G_EU4,0,1,veh2,256998523#4_0,63.88,60.1,!veh2!var#1,12.84,veh_passenger,0,21537.61,25553.32
201,68.05,6667.01,0.48,2.48,0.13,23.78,HBEFA3/PC_G_EU4,0,2.87,veh4,723232745#5_1,72.13,112.55,!veh4!var#1,25.24,veh_passenger,0,27342.02,26684.35
202,152.12,9914.13,0.94,3.93,0.23,91.76,HBEFA3/PC_G_EU4,0,4.26,veh0,5341362_0,74.42,266.78,!veh0!var#1,28.76,veh_passenger,0,18118.22,27688.25
202,45.48,4729.15,0.32,1.84,0.07,271.5,HBEFA3/PC_G_EU4,0,2.03,veh2,256998523#4_0,66.19,73.62,!veh2!var#1,13.52,veh_passenger,0,21524.09,25553.67
202,0,0,0,0,0,23.56,HBEFA3/PC_G_EU4,0,0,veh4,:38001150_4_1,71.17,2.57,!veh4!var#1,25.07,veh_passenger,0,27352.11,26707.3
203,112.96,7911.22,0.72,2.98,0.18,91.76,HBEFA3/PC_G_EU4,0,3.4,veh0,5341362_0,73.99,295.86,!veh0!var#1,29.08,veh_passenger,0,18147.29,27687.36
203,23.49,3780.61,0.19,1.38,0.05,271.47,HBEFA3/PC_G_EU4,0,1.63,veh2,:37976873_5_0,65.59,8.67,!veh2!var#1,13.92,veh_passenger,0,21510.18,25554.03
203,95.85,7955.28,0.63,3.08,0.17,23.18,HBEFA3/PC_G_EU4,0,3.42,veh4,742640202#2_1,72.67,13.65,!veh4!var#1,25.6,veh_passenger,0,27362.21,26730.81
204,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,72.98,324.7,!veh0!var#1,28.84,veh_passenger,0,18176.11,27686.47
204,0,0,0,0,0,271.48,HBEFA3/PC_G_EU4,0,0,veh2,256998523#5_0,64.53,8.13,!veh2!var#1,13.9,veh_passenger,0,21496.28,25554.39
204,39.25,5186.95,0.31,1.77,0.1,23.18,HBEFA3/PC_G_EU4,0,2.23,veh4,742640202#2_1,71.92,39.36,!veh4!var#1,25.71,veh_passenger,0,27372.33,26754.43
205,78.89,6298.26,0.52,2.22,0.14,91.76,HBEFA3/PC_G_EU4,0,2.71,veh0,5341362_0,73.56,353.65,!veh0!var#1,28.95,veh_passenger,0,18205.05,27685.58
205,0,0,0,0,0,271.48,HBEFA3/PC_G_EU4,0,0,veh2,256998523#5_0,61.89,21,!veh2!var#1,12.86,veh_passenger,0,21483.42,25554.72
205,0,0,0,0,0,23.18,HBEFA3/PC_G_EU4,0,0,veh4,742640202#2_1,70.86,64.59,!veh4!var#1,25.23,veh_passenger,0,27382.26,26777.62
206,63.09,5527.88,0.43,1.86,0.12,91.76,HBEFA3/PC_G_EU4,0,2.38,veh0,5341362_0,73.41,382.61,!veh0!var#1,28.96,veh_passenger,0,18234,27684.69
206,36.94,4285.8,0.27,1.63,0.06,271.48,HBEFA3/PC_G_EU4,0,1.84,veh2,256998523#5_0,65.77,34.43,!veh2!var#1,13.43,veh_passenger,0,21469.99,25555.07
206,115.24,8845.97,0.75,3.49,0.19,23.18,HBEFA3/PC_G_EU4,0,3.8,veh4,742640202#2_1,73.07,90.46,!veh4!var#1,25.87,veh_passenger,0,27392.44,26801.4
207,86.49,6617.38,0.56,2.37,0.14,91.76,HBEFA3/PC_G_EU4,0,2.84,veh0,5341362_0,73.7,411.72,!veh0!var#1,29.11,veh_passenger,0,18263.1,27683.79
207,10.5,3067.22,0.12,1.05,0.03,271.48,HBEFA3/PC_G_EU4,0,1.32,veh2,256998523#5_0,64.92,48.08,!veh2!var#1,13.64,veh_passenger,0,21456.35,25555.42
207,0,0,0,0,0,23.19,HBEFA3/PC_G_EU4,0,0,veh4,742640202#2_1,71.51,116.17,!veh4!var#1,25.71,veh_passenger,0,27402.56,26825.02
208,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,73.23,440.71,!veh0!var#1,28.99,veh_passenger,0,18292.07,27682.9
208,0,0,0,0,0,271.48,HBEFA3/PC_G_EU4,0,0,veh2,256998523#7_0,63.83,2.95,!veh2!var#1,13.45,veh_passenger,0,21443,25555.77
208,0,0,0,0,0,23.19,HBEFA3/PC_G_EU4,0,0,veh4,742640202#2_1,71.21,141.61,!veh4!var#1,25.44,veh_passenger,0,27412.57,26848.4
209,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,72.34,469.1,!veh0!var#1,28.38,veh_passenger,0,18320.44,27682.03
209,28.55,4026.13,0.22,1.5,0.06,271.47,HBEFA3/PC_G_EU4,0,1.73,veh2,256998523#7_0,65.78,16.87,!veh2!var#1,13.92,veh_passenger,0,21429.09,25556.12
209,0,0,0,0,0,22.07,HBEFA3/PC_G_EU4,0,0,veh4,742640202#2_1,71.11,166.79,!veh4!var#1,25.18,veh_passenger,0,27422.08,26871.71
210,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,68.94,493.18,!veh0!var#1,24.09,veh_passenger,0,18344.52,27681.29
210,0,0,0,0,0,271.47,HBEFA3/PC_G_EU4,0,0,veh2,256998523#7_0,61.98,29.79,!veh2!var#1,12.92,veh_passenger,0,21416.17,25556.45
210,0,0,0,0,0,22.07,HBEFA3/PC_G_EU4,0,0,veh4,742640202#2_1,71.16,191.82,!veh4!var#1,25.03,veh_passenger,0,27431.48,26894.9
211,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,66.61,513.51,!veh0!var#1,20.33,veh_passenger,0,18364.84,27680.66
211,65.74,5822.18,0.44,2.35,0.1,271.47,HBEFA3/PC_G_EU4,0,2.5,veh2,256998523#7_0,67.28,43.67,!veh2!var#1,13.88,veh_passenger,0,21402.3,25556.81
211,114.83,8861.83,0.74,3.5,0.19,20.54,HBEFA3/PC_G_EU4,0,3.81,veh4,:38001159_10_1,73,10.01,!veh4!var#1,25.68,veh_passenger,0,27440.69,26918.86
212,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,63.14,529.34,!veh0!var#1,15.83,veh_passenger,0,18380.66,27680.17
212,0,0,0,0,0,271.51,HBEFA3/PC_G_EU4,0,0,veh2,:37976875_1_0,62.9,3.58,!veh2!var#1,13.28,veh_passenger,0,21389.02,25557.16
212,0,0,0,0,0,20.18,HBEFA3/PC_G_EU4,0,0,veh4,741945169#0_1,71.02,15.57,!veh4!var#1,25.31,veh_passenger,0,27449.46,26942.58
213,0,0,0,0,0,91.76,HBEFA3/PC_G_EU4,0,0,veh0,5341362_0,58.68,540.68,!veh0!var#1,11.33,veh_passenger,0,18391.99,27679.83
213,25.41,3807.64,0.2,1.4,0.05,271.56,HBEFA3/PC_G_EU4,0,1.64,veh2,256998523#8_0,65.5,2.68,!veh2!var#1,13.7,veh_passenger,0,21375.33,25557.52
213,104.34,8317.02,0.68,3.24,0.18,20.19,HBEFA3/PC_G_EU4,0,3.58,veh4,741945169#0_1,72.89,41.44,!veh4!var#1,25.87,veh_passenger,0,27458.39,26966.87
214,0,0,0,0,0,87.8,HBEFA3/PC_G_EU4,0,0,veh0,:38128333_10_0,52.26,2.44,!veh0!var#1,6.83,veh_passenger,0,18398.8,27679.96
214,0,0,0,0,0,271.59,HBEFA3/PC_G_EU4,0,0,veh2,256998523#8_0,62.83,15.81,!veh2!var#1,13.13,veh_passenger,0,21362.21,25557.89
214,0,0,0,0,0,19.94,HBEFA3/PC_G_EU4,0,0,veh4,741945169#0_1,71.33,67.05,!veh4!var#1,25.61,veh_passenger,0,27467.21,26990.91
215,69.27,3240.65,0.39,1.29,0.05,44.27,HBEFA3/PC_G_EU4,0,1.39,veh0,:38128333_18_0,62.11,3.89,!veh0!var#1,7.42,veh_passenger,0,18404.48,27684.04
215,0,0,0,0,0,271.59,HBEFA3/PC_G_EU4,0,0,veh2,256998523#8_0,62.97,28.58,!veh2!var#1,12.77,veh_passenger,0,21349.44,25558.24
215,0,0,0,0,0,19.64,HBEFA3/PC_G_EU4,0,0,veh4,741945169#0_1,70.5,92,!veh4!var#1,24.95,veh_passenger,0,27475.59,27014.41
