timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
119,82.83,7286.5,0.56,2.76,0.15,270.59,HBEFA3/PC_G_EU4,0,3.13,veh1,-737358446#4_0,72.54,53.82,!veh1!var#1,25.8,veh_passenger,0,28061.84,24288.67
119,154.33,9893.78,0.94,4.29,0.21,270.31,HBEFA3/PC_G_EU4,0,4.25,veh2,734643299#20_0,71.58,19.2,!veh2!var#1,13.14,veh_passenger,0,22631.15,25546.24
119,0,0,0,0,0,113.07,HBEFA3/PC_G_EU4,0,0,veh3,180878435#12_0,61.25,116,!veh3!var#1,11.13,veh_passenger,0,26452.59,25997.3
119,73.25,6901.07,0.51,2.59,0.14,267,HBEFA3/PC_G_EU4,0,2.97,veh4,-733279820#8_0,72.25,123.4,!veh4!var#1,25.35,veh_passenger,0,27527.7,25914.03
120,0,0,0,0,0,0.02,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,68.74,136.35,!veh0!var#1,21.03,veh_passenger,0,17831.77,25918.51
120,0,0,0,0,0,270.59,HBEFA3/PC_G_EU4,0,0,veh1,-737358446#4_0,70.16,78.64,!veh1!var#1,24.82,veh_passenger,0,28037.02,24288.92
120,3.93,2620.04,0.08,0.85,0.02,270.31,HBEFA3/PC_G_EU4,0,1.13,veh2,734643299#20_0,64.35,32.44,!veh2!var#1,13.23,veh_passenger,0,22617.91,25546.31
120,74.45,5698.24,0.47,2.33,0.1,113.06,HBEFA3/PC_G_EU4,0,2.45,veh3,:2023743948_7_0,66.77,3.16,!veh3!var#1,12.22,veh_passenger,0,26463.83,25992.51
120,0,0,0,0,0,265.48,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#8_0,70.54,148.2,!veh4!var#1,24.8,veh_passenger,0,27502.98,25912.07
121,0,0,0,0,0,0.02,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,68.72,157.17,!veh0!var#1,20.83,veh_passenger,0,17831.78,25939.34
121,0,0,0,0,0,270.59,HBEFA3/PC_G_EU4,0,0,veh1,-737358446#4_0,71.27,103.45,!veh1!var#1,24.81,veh_passenger,0,28012.21,24289.18
121,0,0,0,0,0,270.31,HBEFA3/PC_G_EU4,0,0,veh2,734643299#20_0,63.44,45.45,!veh2!var#1,13.01,veh_passenger,0,22604.9,25546.38
121,0,0,0,0,0,113.06,HBEFA3/PC_G_EU4,0,0,veh3,180878435#13_0,61.85,0.1,!veh3!var#1,11.72,veh_passenger,0,26474.62,25987.92
121,34,5064.4,0.28,1.73,0.09,261.67,HBEFA3/PC_G_EU4,0,2.18,veh4,-733279820#8_0,71.54,173.13,!veh4!var#1,24.92,veh_passenger,0,27478.18,25909.71
122,0,0,0,0,0,0.02,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,68.05,177.53,!veh0!var#1,20.36,veh_passenger,0,17831.79,25959.69
122,111.83,8755.08,0.73,3.46,0.19,270.64,HBEFA3/PC_G_EU4,0,3.76,veh1,-737358446#4_0,72.89,128.92,!veh1!var#1,25.47,veh_passenger,0,27986.74,24289.45
122,48.54,4945.6,0.34,1.94,0.08,270.31,HBEFA3/PC_G_EU4,0,2.13,veh2,734643299#20_0,66.46,59.19,!veh2!var#1,13.74,veh_passenger,0,22591.16,25546.46
122,21.2,3026.6,0.16,1.08,0.03,113.05,HBEFA3/PC_G_EU4,0,1.3,veh3,180878435#13_0,63.94,12.08,!veh3!var#1,11.99,veh_passenger,0,26485.65,25983.23
122,90.77,7739.5,0.61,2.98,0.16,263.02,HBEFA3/PC_G_EU4,0,3.33,veh4,-733279820#5_0,72.54,7.75,!veh4!var#1,25.43,veh_passenger,0,27452.98,25906.38
123,82.5,7708.35,0.56,3.06,0.15,0.02,HBEFA3/PC_G_EU4,0,3.31,veh0,-747206985#1_0,70.91,198.67,!veh0!var#1,21.14,veh_passenger,0,17831.79,25980.83
123,0,0,0,0,0,270.58,HBEFA3/PC_G_EU4,0,0,veh1,-737358446#1_0,71.08,24.47,!veh1!var#1,25.19,veh_passenger,0,27961.55,24289.7
123,0,0,0,0,0,270.31,HBEFA3/PC_G_EU4,0,0,veh2,734643299#20_0,63.8,72.71,!veh2!var#1,13.52,veh_passenger,0,22577.64,25546.53
123,0,0,0,0,0,113.05,HBEFA3/PC_G_EU4,0,0,veh3,180878435#13_0,62.8,23.95,!veh3!var#1,11.86,veh_passenger,0,26496.56,25978.59
123,0,0,0,0,0,262.56,HBEFA3/PC_G_EU4,0,0,veh4,:37994587_1_0,70.52,3.54,!veh4!var#1,24.84,veh_passenger,0,27428.33,25903.32
124,0,0,0,0,0,0.39,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,67.3,218.77,!veh0!var#1,20.1,veh_passenger,0,17831.84,26000.93
124,0,0,0,0,0,270.62,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#4_0,70.91,4.07,!veh1!var#1,24.9,veh_passenger,0,27936.85,24289.95
124,0,0,0,0,0,270.28,HBEFA3/PC_G_EU4,0,0,veh2,:37976847_4_0,63.28,3.96,!veh2!var#1,13.17,veh_passenger,0,22564.47,25546.6
124,0,0,0,0,0,113.05,HBEFA3/PC_G_EU4,0,0,veh3,:2023743950_6_0,60.97,5.47,!veh3!var#1,11.16,veh_passenger,0,26506.83,25974.22
124,59.62,6275.19,0.43,2.29,0.12,261.72,HBEFA3/PC_G_EU4,0,2.7,veh4,-733279820#4_0,71.97,14.3,!veh4!var#1,25.13,veh_passenger,0,27403.44,25899.82
125,74.53,7319.23,0.52,2.89,0.14,0.39,HBEFA3/PC_G_EU4,0,3.15,veh0,-747206985#1_0,70.62,239.61,!veh0!var#1,20.84,veh_passenger,0,17831.98,26021.77
125,142.24,10180.61,0.9,4.12,0.23,270.75,HBEFA3/PC_G_EU4,0,4.38,veh1,-733279798#4_0,73.5,29.82,!veh1!var#1,25.75,veh_passenger,0,27911.1,24290.28
125,0,0,0,0,0,270.26,HBEFA3/PC_G_EU4,0,0,veh2,734643299#21_0,63.05,2.39,!veh2!var#1,12.83,veh_passenger,0,22551.64,25546.66
125,77.59,5879.99,0.49,2.41,0.11,113.05,HBEFA3/PC_G_EU4,0,2.53,veh3,180878435#14_0,66.98,3.19,!veh3!var#1,12.3,veh_passenger,0,26518.14,25969.4
125,0,0,0,0,0,259.61,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#4_0,70.72,39.06,!veh4!var#1,24.75,veh_passenger,0,27379.03,25895.79
126,0,0,0,0,0,0.39,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,64.58,257.1,!veh0!var#1,17.49,veh_passenger,0,17832.1,26039.26
126,0,0,0,0,0,270.75,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#4_0,71.57,55.48,!veh1!var#1,25.65,veh_passenger,0,27885.45,24290.61
126,59.3,5455.85,0.4,2.18,0.09,270.24,HBEFA3/PC_G_EU4,0,2.35,veh2,734643299#21_0,66.9,16.09,!veh2!var#1,13.7,veh_passenger,0,22537.94,25546.72
126,0,0,0,0,0,113.05,HBEFA3/PC_G_EU4,0,0,veh3,180878435#14_0,60.63,14.51,!veh3!var#1,11.33,veh_passenger,0,26528.57,25964.97
126,185.6,12258.66,1.15,5.1,0.28,258.66,HBEFA3/PC_G_EU4,0,5.27,veh4,-733279820#3_0,74.36,2.99,!veh4!var#1,25.9,veh_passenger,0,27353.59,25890.91
127,0,0,0,0,0,0.43,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,63.21,272.52,!veh0!var#1,15.42,veh_passenger,0,17832.21,26054.68
127,53.56,5854.35,0.39,2.08,0.11,270.75,HBEFA3/PC_G_EU4,0,2.52,veh1,-733279798#4_0,72.16,81.33,!veh1!var#1,25.85,veh_passenger,0,27859.6,24290.95
127,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh2,734643299#21_0,63.76,29.57,!veh2!var#1,13.47,veh_passenger,0,22524.46,25546.78
127,44.55,4148.24,0.3,1.61,0.06,113.05,HBEFA3/PC_G_EU4,0,1.78,veh3,180878435#14_0,65.02,26.47,!veh3!var#1,11.96,veh_passenger,0,26539.57,25960.29
127,0,0,0,0,0,258.4,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#3_0,70.01,27.74,!veh4!var#1,24.76,veh_passenger,0,27329.33,25885.93
128,143.42,10338.67,0.9,4.4,0.22,0.43,HBEFA3/PC_G_EU4,0,4.44,veh0,-747206985#1_0,71.64,289.65,!veh0!var#1,17.13,veh_passenger,0,17832.34,26071.81
128,0,0,0,0,0,270.75,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#4_0,70.37,106.34,!veh1!var#1,25.01,veh_passenger,0,27834.59,24291.28
128,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh2,734643299#21_0,63.39,42.74,!veh2!var#1,13.18,veh_passenger,0,22511.29,25546.83
128,18.17,2953.49,0.15,1.04,0.03,113.05,HBEFA3/PC_G_EU4,0,1.27,veh3,180878435#14_0,63.99,38.66,!veh3!var#1,12.19,veh_passenger,0,26550.78,25955.51
128,155.2,10819.03,0.98,4.43,0.24,259.17,HBEFA3/PC_G_EU4,0,4.65,veh4,-733279820#3_0,73.73,53.45,!veh4!var#1,25.71,veh_passenger,0,27304.11,25880.97
129,171.96,11954.64,1.08,5.12,0.26,1.35,HBEFA3/PC_G_EU4,0,5.14,veh0,-751489384#1_0,72.97,0.03,!veh0!var#1,18.94,veh_passenger,0,17832.71,26090.75
129,0,0,0,0,0,270.75,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#4_0,71.08,131.2,!veh1!var#1,24.86,veh_passenger,0,27809.73,24291.6
129,40.73,4582.89,0.29,1.76,0.07,270.24,HBEFA3/PC_G_EU4,0,1.97,veh2,734643299#21_0,66.17,56.54,!veh2!var#1,13.8,veh_passenger,0,22497.49,25546.89
129,0,0,0,0,0,113.05,HBEFA3/PC_G_EU4,0,0,veh3,180878435#14_0,62.63,50.62,!veh3!var#1,11.96,veh_passenger,0,26561.79,25950.83
129,0,0,0,0,0,259.17,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#3_0,70.47,78.44,!veh4!var#1,24.99,veh_passenger,0,27279.57,25876.27
130,189.39,12896.47,1.18,5.52,0.29,0.4,HBEFA3/PC_G_EU4,0,5.54,veh0,-751489384#1_0,73.73,20.75,!veh0!var#1,20.72,veh_passenger,0,17833.07,26111.46
130,108.92,8609.31,0.71,3.39,0.18,270.75,HBEFA3/PC_G_EU4,0,3.7,veh1,-733279798#4_0,72.85,156.69,!veh1!var#1,25.49,veh_passenger,0,27784.24,24291.93
130,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh2,734643299#21_0,62.22,69.49,!veh2!var#1,12.95,veh_passenger,0,22484.54,25546.95
130,0,0,0,0,0,112.21,HBEFA3/PC_G_EU4,0,0,veh3,180878435#14_0,62.41,62.34,!veh3!var#1,11.72,veh_passenger,0,26572.63,25946.39
130,160.38,11024.84,1.01,4.52,0.25,264.29,HBEFA3/PC_G_EU4,0,4.74,veh4,-733279820#1_0,73.88,1.65,!veh4!var#1,25.94,veh_passenger,0,27254.06,25871.69
131,274.23,16957.27,1.67,7.39,0.4,0.4,HBEFA3/PC_G_EU4,0,7.29,veh0,-751489384#1_0,76.4,43.67,!veh0!var#1,22.92,veh_passenger,0,17833.23,26134.39
131,0,0,0,0,0,270.75,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#4_0,70.7,181.68,!veh1!var#1,24.99,veh_passenger,0,27759.25,24292.26
131,13.69,3076.38,0.13,1.07,0.03,270.24,HBEFA3/PC_G_EU4,0,1.32,veh2,734643299#21_0,64.66,82.67,!veh2!var#1,13.18,veh_passenger,0,22471.36,25547
131,0,0,0,0,0,112.21,HBEFA3/PC_G_EU4,0,0,veh3,180878435#14_0,61.65,73.63,!veh3!var#1,11.29,veh_passenger,0,26583.08,25942.13
131,0,0,0,0,0,267.73,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,69.77,26.23,!veh4!var#1,24.58,veh_passenger,0,27229.52,25870.46
132,299.77,17957.92,1.81,7.81,0.43,0.4,HBEFA3/PC_G_EU4,0,7.72,veh0,-751489384#1_0,77.02,68.69,!veh0!var#1,25.02,veh_passenger,0,17833.41,26159.4
132,108.31,8558.75,0.71,3.36,0.18,269.86,HBEFA3/PC_G_EU4,0,3.68,veh1,-733279798#2_0,72.87,11.02,!veh1!var#1,25.61,veh_passenger,0,27733.64,24292.3
132,11.58,3042.5,0.12,1.05,0.03,270.23,HBEFA3/PC_G_EU4,0,1.31,veh2,:37976849_5_0,64.75,9.18,!veh2!var#1,13.39,veh_passenger,0,22457.96,25547.06
132,15.93,2552.68,0.13,0.87,0.02,112.21,HBEFA3/PC_G_EU4,0,1.1,veh3,180878435#14_0,63.16,85.05,!veh3!var#1,11.42,veh_passenger,0,26593.66,25937.81
132,0,0,0,0,0,267.73,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,66.4,46.3,!veh4!var#1,20.08,veh_passenger,0,27209.46,25869.67
133,257.7,15617.73,1.56,6.67,0.37,0.42,HBEFA3/PC_G_EU4,0,6.71,veh0,-751489384#1_0,75.99,95.28,!veh0!var#1,26.59,veh_passenger,0,17833.6,26185.99
133,0,0,0,0,0,270.7,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#2_0,71.5,36.53,!veh1!var#1,25.51,veh_passenger,0,27708.13,24292.48
133,1.59,2582,0.06,0.83,0.02,270.24,HBEFA3/PC_G_EU4,0,1.11,veh2,734643299#22_0,64.47,7.86,!veh2!var#1,13.47,veh_passenger,0,22444.49,25547.11
133,0,0,0,0,0,112.21,HBEFA3/PC_G_EU4,0,0,veh3,180878435#14_0,60.4,95.7,!veh3!var#1,10.65,veh_passenger,0,26603.52,25933.78
133,0,0,0,0,0,267.73,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,62.92,61.88,!veh4!var#1,15.58,veh_passenger,0,27193.89,25869.05
134,432.72,23476.3,2.56,10.33,0.58,0.41,HBEFA3/PC_G_EU4,0,10.09,veh0,-751489384#1_0,80.01,124.26,!veh0!var#1,28.98,veh_passenger,0,17833.81,26214.97
134,81.5,7201.37,0.55,2.71,0.15,270.7,HBEFA3/PC_G_EU4,0,3.1,veh1,-733279798#2_0,72.56,62.44,!veh1!var#1,25.91,veh_passenger,0,27682.22,24292.79
134,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh2,734643299#22_0,63.7,21.15,!veh2!var#1,13.28,veh_passenger,0,22431.21,25547.17
134,0,0,0,0,0,106.72,HBEFA3/PC_G_EU4,0,0,veh3,:2802542819_7_0,51,3.47,!veh3!var#1,6.15,veh_passenger,0,26609.37,25931.91
134,0,0,0,0,0,267.73,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,58.38,72.96,!veh4!var#1,11.08,veh_passenger,0,27182.83,25868.61
135,0,0,0,0,0,0.4,HBEFA3/PC_G_EU4,0,0,veh0,-751489384#1_0,73.04,153.05,!veh0!var#1,28.79,veh_passenger,0,17834.01,26243.76
135,29.49,4671.23,0.25,1.52,0.08,270.69,HBEFA3/PC_G_EU4,0,2.01,veh1,-733279798#2_0,71.9,88.36,!veh1!var#1,25.93,veh_passenger,0,27656.29,24293.1
135,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh2,734643299#22_0,63.95,34.37,!veh2!var#1,13.22,veh_passenger,0,22417.99,25547.23
135,0,0,0,0,0,69.18,HBEFA3/PC_G_EU4,0,0,veh3,:2802542819_10_0,57.1,2.92,!veh3!var#1,5.7,veh_passenger,0,26614.44,25933.41
135,0,0,0,0,0,267.67,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,52.11,79.69,!veh4!var#1,6.73,veh_passenger,0,27176.1,25868.34
136,85.29,6611.09,0.56,2.37,0.14,0.4,HBEFA3/PC_G_EU4,0,2.84,veh0,-751489384#1_0,73.63,182,!veh0!var#1,28.95,veh_passenger,0,17834.22,26272.7
136,0,0,0,0,0,270.69,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#2_0,70.57,113.56,!veh1!var#1,25.19,veh_passenger,0,27631.1,24293.41
136,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh2,734643299#22_0,62.93,47.19,!veh2!var#1,12.83,veh_passenger,0,22405.16,25547.28
136,0,0,0,0,0,17.9,HBEFA3/PC_G_EU4,0,0,veh3,:2802542819_10_0,57.53,8.34,!veh3!var#1,5.42,veh_passenger,0,26616.18,25938.38
136,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,44.81,82.77,!veh4!var#1,3.08,veh_passenger,0,27173.02,25868.21
137,0,0,0,0,0,0.4,HBEFA3/PC_G_EU4,0,0,veh0,-751489384#1_0,72.84,210.66,!veh0!var#1,28.66,veh_passenger,0,17834.42,26301.36
137,0,0,0,0,0,270.69,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#2_0,68.03,135.93,!veh1!var#1,22.38,veh_passenger,0,27608.73,24293.68
137,33.24,4077.21,0.25,1.54,0.06,270.24,HBEFA3/PC_G_EU4,0,1.75,veh2,734643299#22_0,65.55,60.53,!veh2!var#1,13.34,veh_passenger,0,22391.82,25547.34
137,73.08,2294.32,0.38,0.9,0.03,2.22,HBEFA3/PC_G_EU4,0,0.99,veh3,5339192#0_0,59.07,4.27,!veh3!var#1,5.52,veh_passenger,0,26616.46,25943.89
137,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,42.79,82.85,!veh4!var#1,0.09,veh_passenger,1,27172.94,25868.21
138,87.49,6751.9,0.57,2.44,0.15,0.41,HBEFA3/PC_G_EU4,0,2.9,veh0,-751489384#1_0,73.62,239.5,!veh0!var#1,28.84,veh_passenger,0,17834.62,26330.2
138,0,0,0,0,0,270.69,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#2_0,64.8,153.81,!veh1!var#1,17.88,veh_passenger,0,27590.85,24293.89
138,37.72,4474.28,0.28,1.71,0.07,270.24,HBEFA3/PC_G_EU4,0,1.92,veh2,734643299#22_0,66.14,74.46,!veh2!var#1,13.93,veh_passenger,0,22377.9,25547.4
138,132.11,6442.1,0.75,2.8,0.13,0.99,HBEFA3/PC_G_EU4,0,2.77,veh3,5339192#0_0,68.72,11.97,!veh3!var#1,7.69,veh_passenger,0,26616.59,25951.58
138,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,55.58,82.86,!veh4!var#1,0,veh_passenger,2,27172.93,25868.21
139,0,0,0,0,0,0.41,HBEFA3/PC_G_EU4,0,0,veh0,-751489384#1_0,73.23,268.28,!veh0!var#1,28.79,veh_passenger,0,17834.83,26358.98
139,0,0,0,0,0,270.69,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#2_0,60.87,167.18,!veh1!var#1,13.38,veh_passenger,0,27577.48,24294.05
139,0,0,0,0,0,270.22,HBEFA3/PC_G_EU4,0,0,veh2,:37972382_4_0,63.23,2.92,!veh2!var#1,13.44,veh_passenger,0,22364.46,25547.45
139,117.67,6677.59,0.69,2.86,0.13,0.99,HBEFA3/PC_G_EU4,0,2.87,veh3,5339192#0_0,68.23,21.5,!veh3!var#1,9.53,veh_passenger,0,26616.76,25961.12
139,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,55.93,82.86,!veh4!var#1,0,veh_passenger,3,27172.93,25868.21
140,113.02,7907.51,0.72,2.98,0.18,0.66,HBEFA3/PC_G_EU4,0,3.4,veh0,-142149454#2_0,74,6.02,!veh0!var#1,29.1,veh_passenger,0,17835.09,26388.09
140,0,0,0,0,0,270.74,HBEFA3/PC_G_EU4,0,0,veh1,-733279798#2_0,55.52,176.06,!veh1!var#1,8.88,veh_passenger,0,27568.6,24294.17
140,0,0,0,0,0,270.2,HBEFA3/PC_G_EU4,0,0,veh2,734643299#23_0,62.43,1.32,!veh2!var#1,12.8,veh_passenger,0,22351.66,25547.49
140,110.69,7074.08,0.67,3.01,0.14,0.99,HBEFA3/PC_G_EU4,0,3.04,veh3,5339192#0_0,68.44,32.72,!veh3!var#1,11.22,veh_passenger,0,26616.95,25972.33
140,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,4,27172.93,25868.21
141,87.31,6613.02,0.57,2.36,0.14,0.66,HBEFA3/PC_G_EU4,0,2.84,veh0,-142149454#2_0,73.75,35.26,!veh0!var#1,29.24,veh_passenger,0,17835.42,26417.33
141,0,0,0,0,0,261.82,HBEFA3/PC_G_EU4,0,0,veh1,:38131710_2_0,47.66,4.3,!veh1!var#1,4.56,veh_passenger,0,27564.13,24293.45
141,76.26,6338.21,0.5,2.59,0.12,270.2,HBEFA3/PC_G_EU4,0,2.72,veh2,734643299#23_0,67.76,15.22,!veh2!var#1,13.9,veh_passenger,0,22337.76,25547.54
141,0,0,0,0,0,0.99,HBEFA3/PC_G_EU4,0,0,veh3,5339192#0_0,59.25,42.82,!veh3!var#1,10.1,veh_passenger,0,26617.12,25982.43
141,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,5,27172.93,25868.21
142,0,0,0,0,0,0.66,HBEFA3/PC_G_EU4,0,0,veh0,-142149454#2_0,72.78,64.1,!veh0!var#1,28.84,veh_passenger,0,17835.76,26446.17
142,127.6,5595.6,0.71,2.43,0.11,215.84,HBEFA3/PC_G_EU4,0,2.41,veh1,:38131710_16_0,67.6,4.96,!veh1!var#1,6.59,veh_passenger,0,27559.94,24288.73
142,0,0,0,0,0,270.2,HBEFA3/PC_G_EU4,0,0,veh2,734643299#23_0,62.57,28.38,!veh2!var#1,13.16,veh_passenger,0,22324.6,25547.59
142,0,0,0,0,0,3.03,HBEFA3/PC_G_EU4,0,0,veh3,:37971564_6_0,49.89,1.24,!veh3!var#1,5.6,veh_passenger,0,26617.4,25988.01
142,0,0,0,0,0,267.66,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,6,27172.93,25868.21
143,0,0,0,0,0,0.66,HBEFA3/PC_G_EU4,0,0,veh0,-142149454#2_0,73.15,92.85,!veh0!var#1,28.75,veh_passenger,0,17836.09,26474.91
143,66,2839.39,0.36,1.12,0.04,183.46,HBEFA3/PC_G_EU4,0,1.22,veh1,733279797#1_0,61.14,0.28,!veh1!var#1,7,veh_passenger,0,27559.31,24281.78
143,32.54,4146.52,0.24,1.56,0.06,270.2,HBEFA3/PC_G_EU4,0,1.78,veh2,734643299#23_0,65.76,42.06,!veh2!var#1,13.67,veh_passenger,0,22310.92,25547.64
143,0,0,0,0,0,44.59,HBEFA3/PC_G_EU4,0,0,veh3,:37971564_6_0,58.65,6.83,!veh3!var#1,5.59,veh_passenger,0,26620.76,25991.91
143,164.78,2624.72,0.81,1.2,0.07,267.66,HBEFA3/PC_G_EU4,0,1.13,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,7,27172.93,25868.21
144,0,0,0,0,0,1.83,HBEFA3/PC_G_EU4,0,0,veh0,-142149454#2_0,72.66,121.27,!veh0!var#1,28.42,veh_passenger,0,17836.95,26503.32
144,153.82,8437.06,0.9,3.69,0.18,180.18,HBEFA3/PC_G_EU4,0,3.63,veh1,733279797#1_0,71.19,9.82,!veh1!var#1,9.54,veh_passenger,0,27559.19,24272.24
144,0,0,0,0,0,270.2,HBEFA3/PC_G_EU4,0,0,veh2,734643299#23_0,62.11,54.88,!veh2!var#1,12.82,veh_passenger,0,22298.1,25547.69
144,0,0,0,0,0,90.93,HBEFA3/PC_G_EU4,0,0,veh3,-5327373_0,56.86,2.96,!veh3!var#1,5.17,veh_passenger,0,26625.92,25991.84
144,164.78,2624.72,0.81,1.2,0.07,267.66,HBEFA3/PC_G_EU4,0,1.13,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,8,27172.93,25868.21
145,0,0,0,0,0,1.83,HBEFA3/PC_G_EU4,0,0,veh0,-142149454#2_0,72.76,149.5,!veh0!var#1,28.23,veh_passenger,0,17837.85,26531.53
145,122.08,7702.68,0.74,3.3,0.16,178.8,HBEFA3/PC_G_EU4,0,3.31,veh1,733279797#1_0,69.25,21.22,!veh1!var#1,11.4,veh_passenger,0,27559.43,24260.84
145,60.15,5498.89,0.4,2.2,0.09,270.2,HBEFA3/PC_G_EU4,0,2.36,veh2,734643299#23_0,66.94,68.59,!veh2!var#1,13.71,veh_passenger,0,22284.39,25547.74
145,117.73,5327.94,0.66,2.29,0.11,94.26,HBEFA3/PC_G_EU4,0,2.29,veh3,-5327373_0,66.71,9.91,!veh3!var#1,6.95,veh_passenger,0,26632.86,25991.32
145,164.78,2624.72,0.81,1.2,0.07,267.66,HBEFA3/PC_G_EU4,0,1.13,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,9,27172.93,25868.21
146,194.3,11866.12,1.18,4.85,0.28,1.12,HBEFA3/PC_G_EU4,0,5.1,veh0,-142149454#2_0,75.12,178.57,!veh0!var#1,29.07,veh_passenger,0,17838.66,26560.59
146,82.4,6224.97,0.52,2.57,0.11,175.04,HBEFA3/PC_G_EU4,0,2.68,veh1,733279797#1_0,67.41,33.84,!veh1!var#1,12.62,veh_passenger,0,27560.02,24248.25
146,0,0,0,0,0,270.2,HBEFA3/PC_G_EU4,0,0,veh2,734643299#23_0,63.5,81.97,!veh2!var#1,13.39,veh_passenger,0,22271.01,25547.78
146,127.85,6918.34,0.75,2.99,0.14,94.26,HBEFA3/PC_G_EU4,0,2.97,veh3,-5327373_0,68.86,18.92,!veh3!var#1,9.01,veh_passenger,0,26641.84,25990.66
146,164.78,2624.72,0.81,1.2,0.07,267.66,HBEFA3/PC_G_EU4,0,1.13,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,10,27172.93,25868.21
147,0,0,0,0,0,1.12,HBEFA3/PC_G_EU4,0,0,veh0,-142149454#2_0,71.95,206.72,!veh0!var#1,28.15,veh_passenger,0,17839.21,26588.74
147,0,0,0,0,0,173.87,HBEFA3/PC_G_EU4,0,0,veh1,733279797#1_0,61.69,45.79,!veh1!var#1,11.95,veh_passenger,0,27561.29,24236.37
147,22.56,3689.61,0.19,1.34,0.05,270.28,HBEFA3/PC_G_EU4,0,1.59,veh2,:37976852_5_0,65.45,6.16,!veh2!var#1,13.77,veh_passenger,0,22257.24,25547.84
147,128.62,7856.66,0.77,3.38,0.16,94.26,HBEFA3/PC_G_EU4,0,3.38,veh3,-5327373_0,69.57,29.92,!veh3!var#1,11,veh_passenger,0,26652.81,25989.84
147,164.78,2624.72,0.81,1.2,0.07,267.66,HBEFA3/PC_G_EU4,0,1.13,veh4,-733279820#1_0,55.94,82.86,!veh4!var#1,0,veh_passenger,11,27172.93,25868.21
148,183.13,11366.05,1.12,4.61,0.27,1.12,HBEFA3/PC_G_EU4,0,4.89,veh0,-142149454#2_0,74.92,235.66,!veh0!var#1,28.94,veh_passenger,0,17839.78,26617.67
148,62.11,5322.7,0.41,2.14,0.09,166.65,HBEFA3/PC_G_EU4,0,2.29,veh1,733279797#1_0,66.52,58.65,!veh1!var#1,12.86,veh_passenger,0,27564.17,24223.84
